Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
"Computer Engineering, Minor (Engineering)",19,CMPEN 271,Introduction to Digital Systemsand Digital Design Laboratory,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,CMPEN 275,Introduction to Digital Systemsand Digital Design Laboratory,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,CMPEN 270,Digital Design: Theory and Practice,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,CMPEN 331,Computer Organization And Design,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,CMPEN 431,Introduction to Computer Architecture,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,CMPEN/EE 362,Communication Networks,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
"Computer Engineering, Minor (Engineering)",19,,"Select 6 credits of additional 400-level CMPEN courses, excluding independent studies and honors thesis credits.",,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computer-engineering-minor/
