Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Education and Public Policy Minor,18,EDTHP 115,Education in American Society,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
Education and Public Policy Minor,18,EDTHP 200,Educational Reform and Public Policy,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
Education and Public Policy Minor,18,Any 400-level CIED course,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
Education and Public Policy Minor,18,Any 400-level EDLDR course,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
Education and Public Policy Minor,18,Any 200-400 level EDTHP course,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
Education and Public Policy Minor,18,Any 400-level HIED course,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; No prerequisites are required for the minor.",https://bulletins.psu.edu/undergraduate/colleges/education/education-public-policy-minor/
