Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,CAS 283,Communication and Information Technology I,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,or LER 136,,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,LER 100,,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,IST 110,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,IST 210,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,IST 220,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,CAS 272N,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,CAS 352,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,CAS 426W,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
Information Sciences and Technology in Communication Arts and Sciences and Labor and Employment Relations Minor,18,CAS 383,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-communications-arts-sciences-labor-employment-relations-minor/
