Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
International Engineering Minor,18,ECON 333,International Economics,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Students must take a minimum of 6 credits in the same language, at a level determined by the Language Placement Policy, and achieve a minimum of 12th-credit proficiency in that language. Transfer credits for language courses taken prior to enrollment at Penn State may not be used.; To be taken abroad at an international institution and taught by faculty at that institution.",https://bulletins.psu.edu/undergraduate/colleges/engineering/international-engineering-minor/
International Engineering Minor,18,,Select 3 credits of Engineering/computer science courses with significant international content from a program list or as approved by the director of the program,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Students must take a minimum of 6 credits in the same language, at a level determined by the Language Placement Policy, and achieve a minimum of 12th-credit proficiency in that language. Transfer credits for language courses taken prior to enrollment at Penn State may not be used.; To be taken abroad at an international institution and taught by faculty at that institution.",https://bulletins.psu.edu/undergraduate/colleges/engineering/international-engineering-minor/
International Engineering Minor,18,,"Select 6 credits of 400-level engineering or computer science courses, in consultation with departmental undergraduate coordinator",,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Students must take a minimum of 6 credits in the same language, at a level determined by the Language Placement Policy, and achieve a minimum of 12th-credit proficiency in that language. Transfer credits for language courses taken prior to enrollment at Penn State may not be used.; To be taken abroad at an international institution and taught by faculty at that institution.",https://bulletins.psu.edu/undergraduate/colleges/engineering/international-engineering-minor/
