Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Civic and Community Engagement Minor,18,CIVCM 211N,Foundations: Civic and Community Engagement,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least 6 credits must be taken at the 400 level.; At least 3 credits must involve supervised field experience and 3-6 credits must be public issues and democracy courses.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/civic-community-engagement-minor/
Civic and Community Engagement Minor,18,,Select 6-9 credits from Program List of public scholarship courses or equivalents chosen in consultation with minor adviser,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least 6 credits must be taken at the 400 level.; At least 3 credits must involve supervised field experience and 3-6 credits must be public issues and democracy courses.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/civic-community-engagement-minor/
Civic and Community Engagement Minor,18,,Select 3-6 credits in related areas in consultation with minor adviser,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least 6 credits must be taken at the 400 level.; At least 3 credits must involve supervised field experience and 3-6 credits must be public issues and democracy courses.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/civic-community-engagement-minor/
Civic and Community Engagement Minor,18,,Select 3 credits of public scholarship capstone work at the 400 level in consultation with minor adviser,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least 6 credits must be taken at the 400 level.; At least 3 credits must involve supervised field experience and 3-6 credits must be public issues and democracy courses.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/civic-community-engagement-minor/
