Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Art History Minor,21,ARTH 100,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 105N,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH/GEOSC 107N,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 111,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 111U,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 111Z,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 112,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 112U,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 120,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 120Z,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 130,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,ARTH 140,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,,"Select 6 credits of 1 to 400-level ARTH courses, except ARTH 100",,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,,Select 6 credits of 400-level ARTH courses; ARTH 495 may not be used to satisfy this requirement.,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
Art History Minor,21,,Note: Students are encouraged to use these supporting courses to focus their studies in one or two areas of art history and should discuss these course selections with an Art History faculty member.,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These 9 credits must include one course in Western art and one course in non-Western art. ARTH 100 and ARTH 107N do not count for either the Western or non-Western requirement.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/art-history-minor/
