Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Earth and Sustainability Minor,18,EARTH 402,Modeling the Earth System,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EARTH 103N,Earth in the Future:  Predicting Climate Change and Its Impacts Over the   Next Century,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EARTH 104N,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EARTH 111,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EARTH 107N,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,GEOG 3N,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EGEE 401,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EME 444,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,EME 460,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,GEOG 412,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,GEOG 430,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,GEOG 431,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
Earth and Sustainability Minor,18,GEOG 432,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/earth-sustainability-minor/
