Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Disability Studies Minor,18,RHS 100,Introduction to Disability Culture,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/intercollege/disability-studies-minor/
Disability Studies Minor,18,ENGL 228,Introduction to Disability Studies in the Humanities,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/intercollege/disability-studies-minor/
Disability Studies Minor,18,,"Select 3 credits from ENGL 496, or an equivalent independent research course or internship approved by the faculty member in charge",,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/intercollege/disability-studies-minor/
Disability Studies Minor,18,,Select at least three courses for at least 9 credits from an approved department list in consultation with adviser,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/intercollege/disability-studies-minor/
