Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Agricultural Systems Management Minor,18,ASM 327,Soil and Water Resource Management,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,AGRO 28,Principles of Crop Management,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,ASM 310,Power Transmission in Agriculture,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,ASM 424,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,BRS 422,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,BRS 426,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,BRS 428,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,BRS 429W,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
Agricultural Systems Management Minor,18,,Select 3 credits in agricultural or environmental sciences in consultation with the minor adviser,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/agricultural-systems-management-minor/
