Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 100,,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,IST 110,"Information, People and Technology",3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,IST 210,Organization of Data,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,IST 220,Networking and Telecommunications,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 400,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 401,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 424,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 434,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 435,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 437,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 444,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 460,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 464,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 465,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
Information Sciences and Technology for Labor Studies and Employment Relations Minor,18,LER 497,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/information-sciences-technology-labor-studies-employment-relations-minor/
