Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Nutritional Sciences Minor,18,NUTR 445,Energy and Macronutrient Metabolism,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/nutritional-sciences-minor/
Nutritional Sciences Minor,18,NUTR 251,Introductory Principles of Nutrition,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/nutritional-sciences-minor/
Nutritional Sciences Minor,18,NUTR 358,Assessment of Nutritional Status,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/nutritional-sciences-minor/
Nutritional Sciences Minor,18,,"Select 3 additional credits from NUTR courses, excluding NUTR 100",,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/nutritional-sciences-minor/
