Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Public Policy and Leadership Across Sectors Minor,18,PUBPL 305,Leadership Studies,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL 304W,Public Policy Analysis,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,AFAM 409,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL/SOC 419,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL 471,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL 481,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL 482,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,PUBPL 490,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,SOC 428,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
Public Policy and Leadership Across Sectors Minor,18,BIOET 401Q,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/public-policy-leadership-across-sectors-minor/
