Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Psychology Minor,18,PSYCH 301W,Basic Research Methods in Psychology,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/psychology-minor/
Psychology Minor,18,PSYCH 100,Introductory Psychology,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/psychology-minor/
Psychology Minor,18,,Select 11 credits (at least 6 credits at the 400 level) in PSYCH,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/psychology-minor/
