Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
International Arts Minor,19,AA 401,International Arts Minor Final Project,1-3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Only 9 credits in a single discipline may apply toward the minor. A minimum of 9 credits must be taken in the College of Arts and Architecture. At least 6 credits must be at the 400 level. At least 3 of these 15 credits must be in a study abroad experience of at least 4 weeks in duration approved by the person in charge of the minor; any arts courses taken while abroad may count toward the minor.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/international-arts-minor/
International Arts Minor,19,AA 100,Introduction to International Arts,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Only 9 credits in a single discipline may apply toward the minor. A minimum of 9 credits must be taken in the College of Arts and Architecture. At least 6 credits must be at the 400 level. At least 3 of these 15 credits must be in a study abroad experience of at least 4 weeks in duration approved by the person in charge of the minor; any arts courses taken while abroad may count toward the minor.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/international-arts-minor/
International Arts Minor,19,,Select 15 credits of international arts courses,,Select 15 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Only 9 credits in a single discipline may apply toward the minor. A minimum of 9 credits must be taken in the College of Arts and Architecture. At least 6 credits must be at the 400 level. At least 3 of these 15 credits must be in a study abroad experience of at least 4 weeks in duration approved by the person in charge of the minor; any arts courses taken while abroad may count toward the minor.",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/international-arts-minor/
