Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Arabic Language Minor,21,ARAB 1,Elementary Modern Standard Arabic I,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 3,Intermediate Modern Standard Arabic,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 2,Elementary Modern Standard Arabic II,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 110,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 197,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 199,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 296,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 297,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 299,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 397,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 399,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 401,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 402,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 494,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 496,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 497,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
Arabic Language Minor,21,ARAB 499,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Because this minor focuses on developing language proficiency in modern Arabic, special topics courses in English or other courses taught in English do not satisfy this requirement.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/arabic-language-minor/
