Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Forest Ecosystems Minor,18,FOR 203,Field Dendrology,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 308,Forest Ecology,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 200,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 201,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 204,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 255,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 266,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 303,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 320,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
Forest Ecosystems Minor,18,FOR 350,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Six credits must be at the 400 level.",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
