Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Information Sciences and Technology Minor,18,IST 110,"Information, People and Technology",3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 210,Organization of Data,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 220,Networking and Telecommunications,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 140,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST/COMM 234,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST/WMNST 235,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 250,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 301,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 302,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 402,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 431,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 432,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 442,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 445,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 452,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
Information Sciences and Technology Minor,18,IST 453,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/information-sciences-technology/information-sciences-technology-minor/
