Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Jazz Performance Minor,18,MUSIC 422,Jazz Harmony and Arranging,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,MUSIC 84,Jazz Ensemble  1,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,MUSIC 181,Jazz Improvisation I,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,MUSIC 7,Evolution of Jazz,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,MUSIC 182,Jazz Improvisation II,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,JAZZ 100,Jazz Performance Studies 1,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,JAZZ 110,Jazz Performance Studies,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,MUSIC 421,Jazz Combo Class 1,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
Jazz Performance Minor,18,AFAM 207N,Jazz and the African American Experience,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; MUSIC 84 and MUSIC 421 are to be taking twice to earn 2 credits for each course; Students will repeat JAZZ 100, a 1-credit course, for a total of 2 credits",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/jazz-performance-minor/
