Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Natural Science Minor,20,SC 400,Consequences of Science,1,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,ASTRO 1,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,ASTRO 10 | ASTRO 11,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BISC 1,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BISC 2,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BISC 3,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BISC 4,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BMB 1,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CHEM 1,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CHEM 3,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,MICRB 106 | MICRB 107,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,PHYS 1,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CMPSC 101,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CMPSC 121,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CMPSC 201,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,or CMPSC 202,N/A,N/A,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CMPSC 203,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,MATH 110,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,MATH 140,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
