Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Natural Science Minor,20,STAT 200,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,STAT 250,N/A,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BIOL 11 | BIOL 12,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,BIOL 110,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CHEM 110 | CHEM 111,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,CHEM 112 | CHEM 113,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,MICRB 201 | MICRB 202,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,PHYS 250,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,PHYS 251,N/A,,Select 8 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,,Select 0-2 credits of 496 (independent studies) courses from the Eberly College of Science course offerings,,Select 0 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
Natural Science Minor,20,,Select 3-5 credits of 400-level courses (other than independent studies) from the Eberly College of Science course offerings,,Select 3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; A student may not use credit for BISC 1 or BISC 2 along with credit for BIOL 11 and BIOL 12, or BIOL 110.; A student may not use credit for CHEM 1 or CHEM 3 along with credit for CHEM 110 and CHEM 111 or CHEM 112 and CHEM 113.; A student may not use credit for PHYS 1 along with credit for PHYS 250 or PHYS 251.; A student may not use credit for MICRB 106 and MICRB 107 along with credit for MICRB 201 and MICRB 202.",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/natural-science-minor/
