Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Residential Construction Minor,22,AE 470,Residential Building Design and Construction,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,CE 411,Residential Construction Design Project,1,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,AE 471,CONSTRUCTION MANAGEMENT OF RESIDENTIAL BUILDING PROJECTS,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,ARCH 412,Integrative Energy and Environmental Design,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,AE 211,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,AE 421,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,AE 422,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,FIN 100,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,RM 303,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
Residential Construction Minor,22,AE 202,N/A,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/residential-construction-minor/
