Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Information Sciences and Technology for Aerospace Engineering Minor,18,IST 110,"Information, People and Technology",3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,IST 210,Organization of Data,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,CMPSC 201,Programming for Engineers with C++,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,IST 220,Networking and Telecommunications,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,AERSP 423,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,AERSP 424,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,AERSP 440,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
Information Sciences and Technology for Aerospace Engineering Minor,18,AERSP 460,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/
