Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
"Off-Road Equipment, Minor",18,ME 431,Internal Combustion Engines,N/A,Mandatory,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,ASM 420,Principles of Off-Road Machines,3,Mandatory,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,BE 461,Design of Fluid Power Systems,3,Mandatory,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,ASM 320,Combustion Engines for Mobile Equipment,3,Mandatory,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,BRS 426,Safety and Health in Agriculture and Biorenewable Industries,N/A,Mandatory,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,ASM 310,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,BE 306,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,ME 360,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,BE 305,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,BRS 428,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
"Off-Road Equipment, Minor",18,ME 345,N/A,,Select 3 Credits,"The minor in Off-Road Equipment requires 18-20 credits from the approved courses. Courses in the minor have prerequisites including calculus, physics, and, depending on the student's major, at least one engineering or engineering technology type course (e.g., BRS 221). These courses should be completed prior to entering the minor.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/off-road-equipment-minor/
