Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Electrochemical Engineering Minor,35,EGEE 441,Electrochemical Engineering Fundamentals,3,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,MATH 251,Ordinary and Partial Differential Equations,4,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,PHYS 212,General Physics:  Electricity and Magnetism,4,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,CHEM 112,Chemical Principles II,3,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,MATSE 421,Corrosion Engineering,3,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,ESC 455,Electrochemical Methods Engineering and Corrosion Science,3,Mandatory,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,CHE 330,N/A,,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,ME 300,N/A,N/A,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,EME 301,N/A,,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,EME 303,N/A,,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,CHE 220,N/A,N/A,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,MATSE 402,N/A,,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,ME 320,N/A,,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
Electrochemical Engineering Minor,35,MATSE 401,N/A,N/A,Select 6 Credits,"For the minor in Electrochemical Engineering, a minimum of 35 credits is required.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/electrochemical-engineering-minor/
