Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
English Minor (Liberal Arts),18,,Select 6 credits from ENGL  200 - ENGL  299,,Select 6 Credits,"For the minor in English, a minimum of 18 credits are required.; Students may not count courses used to satisfy General Education Writing/Speaking Skills.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/english-minor/
English Minor (Liberal Arts),18,,Select 6 credits from ENGL  400 - ENGL  499,,Select 6 Credits,"For the minor in English, a minimum of 18 credits are required.; Students may not count courses used to satisfy General Education Writing/Speaking Skills.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/english-minor/
English Minor (Liberal Arts),18,,Select 6 additional credits in English,,Select 0-3 Credits,"For the minor in English, a minimum of 18 credits are required.; Students may not count courses used to satisfy General Education Writing/Speaking Skills.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/english-minor/
