Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Nanotechnology Minor,18,ESC 312,"Engineering Applications of Wave, Particle, and Ensemble Concepts",3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/nanotechnology-minor/
Nanotechnology Minor,18,ESC 313,"Introduction to Principles, Fabrication Methods, and Applications of       Nanotechnology",3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/nanotechnology-minor/
Nanotechnology Minor,18,,Select 12 credits (at least 6 credits at the 400 level) from an approved list,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/nanotechnology-minor/
