Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Physics Minor,29,MATH 141,Calculus with Analytic Geometry II,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,MATH 140,Calculus With Analytic Geometry I,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,PHYS 212,General Physics:  Electricity and Magnetism,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,PHYS 214,General Physics:  Wave Motion and Quantum Physics,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,PHYS 213,General Physics:  Fluids and Thermal Physics,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,PHYS 237,Introduction to Modern Physics,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,PHYS 211,General Physics:  Mechanics,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
Physics Minor,29,,Select two 400-level PHYS courses,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Select two 400-level PHYS courses, except:",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/physics-minor/
