Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Computational Sciences Minor,18,CMPSC 301,Event Driven Programming for Computational Sciences,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computational-sciences-minor/
Computational Sciences Minor,18,CMPSC 348,Data Science and Machine Learning for Computational Sciences,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computational-sciences-minor/
Computational Sciences Minor,18,CMPSC 204,Introduction to Computational Sciences Programming,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computational-sciences-minor/
Computational Sciences Minor,18,CMPSC 205,Intermediate Computational Sciences Programming,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computational-sciences-minor/
Computational Sciences Minor,18,,Select 6 credits of 400-level courses from the approved list of supporting courses,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/engineering/computational-sciences-minor/
