Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Labor and Human Resources Minor,18,LHR 305,Human Resources Fundamentals,3,Mandatory,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,LHR 100,Exploring Work and Employment,3,Mandatory,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,LHR 304,Labor and Employment Relations Fundamentals,3,Mandatory,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,LHR 401,The Law of Labor-Management Relations,N/A,Mandatory,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,LHR 201,Employment Relationship: Law and Policy,3,Mandatory,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,,Select 3 credits from any 400-level LHR course,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,ACCTG 211,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,AFAM 100N,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,AFAM 110N,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,BA 243,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,CAS 203,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,CAS 352,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,ECON 342,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,HIST 155,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,MGMT 100,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
