Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Labor and Human Resources Minor,18,MGMT 301,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,MGMT 321,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,OLEAD 100,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,OLEAD 409,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,OLEAD 464,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,OLEAD 465,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,SOC 103,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,SOC 110,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,SOC 119N,N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
Labor and Human Resources Minor,18,"Any 400-level AFAM, CAS, ECON, HIST, LTNST, MGMT, PHIL, PSYCH, SPAN, SOC, WMNST course",N/A,,Select 3 Credits,"At least 6 credits must be at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/labor-human-resources-minor/
