Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
"Organizational Leadership, Minor",18,OLEAD 201,Organizational Theory and Functions for Leaders,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-minor/
"Organizational Leadership, Minor",18,OLEAD 100,Introduction to Leadership,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-minor/
"Organizational Leadership, Minor",18,OLEAD/LER 464,Communication Skills for Leaders in Groups and Organizations,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-minor/
"Organizational Leadership, Minor",18,OLEAD 210,Evidence-Based Leadership,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-minor/
"Organizational Leadership, Minor",18,,Select 6 credits in the approved list of courses in the OLEAD Curriculum,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-minor/
