Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Astronomy and Astrophysics Minor,22,ASTRO 291,Astronomical Methods and the Solar System,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,ASTRO 292,Astronomy of the Distant Universe,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,PHYS 211,General Physics:  Mechanics,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,Additional ASTRO 400-level courses,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,AERSP 308,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,AERSP 312,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,EE 472,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,GEOSC 474,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,METEO 466,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,PHYS 458,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
Astronomy and Astrophysics Minor,22,,Select 6 credits from 400-level ASTRO courses (except ASTRO 496),,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/astronomy-astrophysics-minor/
