Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Korean Language Minor,18,KOR 3,Level Two Korean A,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 2,Level One Korean B,4,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 110,N/A,,Select 4 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 296,N/A,,Select 4 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 299,N/A,,Select 4 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,ASIA 499,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 401,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 402,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 424,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 425,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 496,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 498,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
Korean Language Minor,18,KOR 499,N/A,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/korean-language-minor/
