Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
World Literature Minor,18,CMLIT 400Y,Senior Seminar in Literary Criticism and Theory,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/world-literature-minor/
World Literature Minor,18,CMLIT 10,World Literatures,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/world-literature-minor/
World Literature Minor,18,CMLIT 100,Reading Across Cultures,N/A,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/world-literature-minor/
World Literature Minor,18,,"Select 12 credits (at least 3 credits at the 400 level) in Comparative Literature, unified by topic, theme, period, or a similar principle, subject to approval of a faculty adviser.",,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/world-literature-minor/
