Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
"Science, Technology, and Society, Minor",21,STS 496,,3-6,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These courses may be courses that are also used to fulfill either major or college requirements.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/science-technology-society-minor/
"Science, Technology, and Society, Minor",21,,Select 9-12 credits (at least 6 credits at the 400 level) from STS courses,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These courses may be courses that are also used to fulfill either major or college requirements.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/science-technology-society-minor/
"Science, Technology, and Society, Minor",21,,Select 6 credits in consultation with an adviser,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; These courses may be courses that are also used to fulfill either major or college requirements.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/science-technology-society-minor/
