Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Landscape Architecture Minor,18,AA 121,Design Thinking and Creativity,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 60,Cultural History of Designed Places,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 125,Landscape Architecture Orientation Seminar,1,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,ARCH 497,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 65,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 115,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 116,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 145,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 155,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
Landscape Architecture Minor,18,LARCH 156,N/A,,Select 11 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; 6 credits must be at the 400 level",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/landscape-architecture-minor/
