Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Business and the Liberal Arts Minor,25,BA 301,Finance,3,Mandatory,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,PHIL 119,Ethical Leadership,3,Mandatory,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ACCTG 211,Financial and Managerial Accounting for Decision Making,4,Mandatory,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LA 202,Innovation and Entrepreneurship in the Liberal Arts,3,Mandatory,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,BA 302,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,SCM 301,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,BA 303,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,or MKTG 221,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 301,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,BA 304,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
