Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Business and the Liberal Arts Minor,25,MGMT 100,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MGMT 301,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,BLAW 243,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,BA 243,N/A,N/A,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,COMM 385,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,COMM 424,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,COMM 473,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,COMM 493,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,IB 303,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LA 495,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 100,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,LER 201,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MGMT 425,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MGMT 426,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 302,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 310,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 327,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 330,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,MKTG 342,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 403,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 404,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 470,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 475,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 426W,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 450W,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 452,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 452W,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CAS 471,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CRIM 467,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CRIMJ 460,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,CRIMJ 467,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 402,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 410,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 412,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 428,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 433,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 434,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 442,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 443,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 444,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 445,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 463,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ECON 471,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ENGL 419,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,ENGL 460,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,FR 409,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,GER 308Y,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,GER 408,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 445,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 446,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 447,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
Business and the Liberal Arts Minor,25,HIST 453,N/A,,Select 6 Credits,"Students pursuing the Minor in Business and the Liberal Arts are encouraged to use ENGL 202D to satisfy their English 202 requirement. ECON 102 is a required prerequisite for some of the business courses.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/business-liberal-arts-minor/
