Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Italian Minor,18,,Select 12 credits of Italian courses,,Select 12 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Note: Elementary Italian Language courses IT 1, IT 2, and IT 10) and lower-division Culture and Civilization (IT 130 and IT 131) or lower division Literature in Translation (IT 230) courses may not be credited toward the minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/italian-minor/
Italian Minor,18,,Select 6 credits of 400-level Italian courses,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; Note: Elementary Italian Language courses IT 1, IT 2, and IT 10) and lower-division Culture and Civilization (IT 130 and IT 131) or lower division Literature in Translation (IT 230) courses may not be credited toward the minor.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/italian-minor/
