Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
"Recreation, Park, and Tourism Management Minor",21,RPTM 410,Marketing of Recreation Services,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
"Recreation, Park, and Tourism Management Minor",21,RPTM 236,Leadership and Group Dynamics in Recreation Services,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
"Recreation, Park, and Tourism Management Minor",21,RPTM 101,Introduction to Recreation Services,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
"Recreation, Park, and Tourism Management Minor",21,RPTM 120,Leisure and Human Behavior,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
"Recreation, Park, and Tourism Management Minor",21,RPTM 456,Programming in Recreation Services,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
"Recreation, Park, and Tourism Management Minor",21,,"Select 6 credits in RPTM, three of which must be from 400-level RPTM courses",,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-minor/
