Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Sustainability Leadership Minor,18,SUST 200,Foundations of Leadership in Sustainability,3,Mandatory,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,SUST 295,N/A,,Select 3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,SUST 495,N/A,,Select 3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,An approved substitution that provides an immersive sustainability experience,N/A,,Select 3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,SUST 496,N/A,,Select 3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,An approved substitution that offers a capstone project in sustainability leadership,N/A,,Select 3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
Sustainability Leadership Minor,18,,Select a track (allowable courses in this area vary by Sustainability Leadership Thematic Track),,Select 0-3 Credits,"Students may apply toward the minor no more than six credits from their major requirements and no more than six credits from their other minor requirements. The Sustainability Leadership Capstone credits may not be used simultaneously to fulfill capstone or thesis requirements for any other degree program. All minor programs must include at least six credits at the 400 level.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).; At least three credits from the Additional Courses or the Supporting Courses must be from outside the student’s major department.",https://bulletins.psu.edu/undergraduate/colleges/intercollege/sustainability-leadership-minor/
