Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Economics Minor,18,ECON 104,Introductory Macroeconomic Analysis and Policy,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/economics-minor/
Economics Minor,18,ECON 102,Introductory Microeconomic Analysis and Policy,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/economics-minor/
Economics Minor,18,ECON 304,Intermediate Macroeconomic Analysis,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/economics-minor/
Economics Minor,18,ECON 302,Intermediate Microeconomic Analysis,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/economics-minor/
Economics Minor,18,,Select 6 credits of additional ECON courses at the 400-level,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/economics-minor/
