Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Music Studies Minor,21,MUSIC 131,Music Theory I,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 132,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 231,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 332,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 261,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 262,N/A,N/A,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 4,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 162,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,AFAM/INART/AMST 226N,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC/AFAM 207N,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 209N/ENGL 208N,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 261,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,MUSIC 262,N/A,,Select 9 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,,Select 6 credits at the 400-level in MUSIC,,Select 6 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
Music Studies Minor,21,,Select 4 credits in ensembles,,Select 4 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/music-studies-minor/
