Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Chemistry Minor,26,CHEM 110,Chemical Principles I,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 213,Laboratory in Organic Chemistry,2,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 111,Experimental Chemistry I,1,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 212,Organic Chemistry II,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 113,Experimental Chemistry II,1,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 112,Chemical Principles II,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 210,Organic Chemistry I,3,Mandatory,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 227,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 450 | CHEM 452,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,CHEM 466 | CHEM 452,N/A,,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
Chemistry Minor,26,,"Select 6 credits from 400-level CHEM not used above (excluding CHEM 494, CHEM 494H, CHEM 495, and CHEM 496)",,Select 0-3 Credits,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/eberly-science/chemistry-minor/
