Minor,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Portuguese Minor,19,PORT 405,Advanced Composition and Conversation,3,Mandatory,"The prerequisite for the Minor's prescribed PORT 3 course is PORT 2.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/portuguese-minor/
Portuguese Minor,19,PORT 3,Intermediate Portuguese,4,Mandatory,"The prerequisite for the Minor's prescribed PORT 3 course is PORT 2.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/portuguese-minor/
Portuguese Minor,19,,Select 9 credits of PORT courses beyond the 003 level,,Select 9 Credits,"The prerequisite for the Minor's prescribed PORT 3 course is PORT 2.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/portuguese-minor/
Portuguese Minor,19,,Select 3 credits of 400-level PORT courses,,Select 3 Credits,"The prerequisite for the Minor's prescribed PORT 3 course is PORT 2.; A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/portuguese-minor/
