Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Geographic Information Science,12,GEOG 260,,3.0,Mandatory,"To earn an undergraduate certificate in Geographic Information Science, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
Geographic Information Science,12,GEOG 361,,3.0,Select 9 Credits,"To earn an undergraduate certificate in Geographic Information Science, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
Geographic Information Science,12,GEOG 362,,3.0,Select 9 Credits,"To earn an undergraduate certificate in Geographic Information Science, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
Geographic Information Science,12,GEOG 363,,3.0,Select 9 Credits,"To earn an undergraduate certificate in Geographic Information Science, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
Geographic Information Science,12,GEOG 365,,3.0,Select 9 Credits,"To earn an undergraduate certificate in Geographic Information Science, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/geographic-information-science-certificate/
