Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Supervisory Leadership for Professionals,9,WFED 411,,3,Mandatory,"To earn an undergraduate certificate in Supervisory Leadership for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/supervisory-leadership-professionals-certificate/
Supervisory Leadership for Professionals,9,WFED 450,,3,Mandatory,"To earn an undergraduate certificate in Supervisory Leadership for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/supervisory-leadership-professionals-certificate/
Supervisory Leadership for Professionals,9,WFED 310,,3,Mandatory,"To earn an undergraduate certificate in Supervisory Leadership for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/supervisory-leadership-professionals-certificate/
