Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Worklink Strategies and Employability,42,RHS 93,,1-12,Mandatory,"To earn an undergraduate certificate in Worklink Strategies and Employability, a minimum of 42 credits is required.; Non-Course Requirements:",https://bulletins.psu.edu/undergraduate/colleges/education/worklink-strategies-employability-certificate/
Worklink Strategies and Employability,42,RHS 295A,,1-12,Mandatory,"To earn an undergraduate certificate in Worklink Strategies and Employability, a minimum of 42 credits is required.; Non-Course Requirements:",https://bulletins.psu.edu/undergraduate/colleges/education/worklink-strategies-employability-certificate/
Worklink Strategies and Employability,42,RHS 193,,1-12,Mandatory,"To earn an undergraduate certificate in Worklink Strategies and Employability, a minimum of 42 credits is required.; Non-Course Requirements:",https://bulletins.psu.edu/undergraduate/colleges/education/worklink-strategies-employability-certificate/
