Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Housing,12,AE 470,,3,Mandatory,"To earn an undergraduate certificate in Housing, a minimum of 12 credits is required.; With the approval of the Hankin Chair, one housing-related course of at least 3 credits not included in the list of recommended additional courses (e.g., demographics, urban geography, social housing, etc.) can be substituted for one of the three additional courses.; Student must be at least fifth semester standing. The cumulative GPA considered for admission will be consistent with, or equivalent to, the GPA minimum of 2.0 for maintaining good academic standing. Students must earn a C grade or better in each of the four courses to continue with the certificate.; Prerequisites Required.",https://bulletins.psu.edu/undergraduate/colleges/engineering/housing-certificate/
