Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Professional Snowsports Education,9,RPTM 215,,3,Mandatory,"To earn an undergraduate certificate in Professional Snowsports Education, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/professional-snowsports-education-certificate/
Professional Snowsports Education,9,RPTM 115,,3,Mandatory,"To earn an undergraduate certificate in Professional Snowsports Education, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/professional-snowsports-education-certificate/
Professional Snowsports Education,9,RPTM 120,,3,Mandatory,"To earn an undergraduate certificate in Professional Snowsports Education, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/health-human-development/professional-snowsports-education-certificate/
