Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Holocaust and Genocide Studies,12,JST/HIST 121,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/CMLIT/ENGL 128,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/HIST 143,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/HIST 205,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/HIST 409Y,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/HIST 426,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/HIST 439,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/PLSC 450H,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
Holocaust and Genocide Studies,12,JST/RLST 478,,3.0,Select 12 Credits,"To earn an undergraduate certificate in Holocaust and Genocide Studies, a minimum of 12 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/holocaust-genocide-studies-certificate/
