Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Operational Excellence for Professionals,9,WFED 410,,3,Mandatory,"To earn an undergraduate certificate in Operational Excellence for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/operational-excellence-professionals-certificate/
Operational Excellence for Professionals,9,WFED 405,,3,Mandatory,"To earn an undergraduate certificate in Operational Excellence for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/operational-excellence-professionals-certificate/
Operational Excellence for Professionals,9,WFED 451,,3,Mandatory,"To earn an undergraduate certificate in Operational Excellence for Professionals, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/education/operational-excellence-professionals-certificate/
