Certificate,Total_Credits,Course_Code,Course_Title,Credits,Type,Program_Policies,URL
Real Estate Analysis and Development,9,RM 303,,3.0,Mandatory,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
Real Estate Analysis and Development,9,RM 450,,3.0,Mandatory,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
Real Estate Analysis and Development,9,RM 424,,3.0,Select N/A Credits,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
Real Estate Analysis and Development,9,RM 460,,3.0,Select N/A Credits,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
Real Estate Analysis and Development,9,RM 470,,3.0,Select N/A Credits,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
Real Estate Analysis and Development,9,RM 475,,3.0,Select N/A Credits,"To earn an undergraduate certificate in Real Estate Analysis and Development, a minimum of 9 credits is required.",https://bulletins.psu.edu/undergraduate/colleges/smeal-business/real-estate-analysis-development-certificate/
