major,course_code,course_title,credits,Mandatory,Select,Academic_Plan,year,semester,url
Jewish Studies B.A.,JST 10 | HEBR 10,,3.0,1,0,0,,,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/jewish-studies-ba/
Jewish Studies B.A.,HEBR 2,,4.0,0,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/jewish-studies-ba/
Jewish Studies B.A.,HEBR 3,,4.0,0,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/jewish-studies-ba/
