major,course_code,course_title,credits,Mandatory,Select,Academic_Plan,year,semester,url
"Recreation, Park, and Tourism Management B.S.",CMPSC  203,or ‡,34,0,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 300Y,,3,0,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 433W,,3,1,0,0,,,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 495A,,12,0,0,1,Fourth Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 101,,3,0,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 120,; or  120S,3,1,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 210,,3,0,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 220,,3,1,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 236,,3,1,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 277,,3,1,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 370,or  435,3,0,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 390,,3,1,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 394,,1,0,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 410,,3,1,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 415,,3,0,0,1,Fourth Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
"Recreation, Park, and Tourism Management B.S.",RPTM 456,,3,1,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/recreation-park-tourism-management-bs/
