major,course_code,course_title,credits,Mandatory,Select,Academic_Plan,year,semester,url
"Community, Environment, and Development B.S.",CEDEV  452,", , ,",3,0,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",RSOC  400N,", , , or",3,0,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CMPSC  203,or ‡†,34,0,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ENGL 202A,",  202B,  202C,",3,0,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ECON  102,,3,0,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CMPSC 203,,34,1,0,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",STAT 200,,4,1,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 430W,,3,0,0,1,Fourth Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",GEOG 260,,3,0,1,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",GEOG 160,; or  260†,3,1,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ECON 104,; †,3,1,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ECON 102,,3,0,1,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CAS 138T,,3,0,1,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",AGBM 106,,3,0,1,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",AGSC 100,,1,0,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CAS 100A,",  100B,",3,0,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",AGBM 101,,3,1,0,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 201,,3,1,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 327,,3,1,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",MATH 22,",  110,",34,0,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ESL  15,", ,",3,0,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ERM 411,or BLAW 425,3,0,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 404,,4,1,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",ENGL 15,",  30H,",3,0,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 152,,3,1,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",AEE 460,,3,0,0,1,Third Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",RSOC 11,,3,1,0,0,,,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 252,,3,1,0,1,Second Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 275,,1,1,0,1,,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 475,,3,1,0,1,Fourth Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 309,,3,1,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 417,,3,1,0,1,Fourth Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 409,,3,0,0,1,Fourth Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",CED 230,,3,1,0,1,Second Year,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",PLSC 1,",  3,",3,0,0,1,Third Year,Spring,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
"Community, Environment, and Development B.S.",SOC  1,,3,0,0,1,,Fall,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/community-environment-development-bs/
