Major,Course_Code,Course_Title,Credits,Type,Credits_Required,URL
Middle Level Education B.S.,LLED 402,Teaching Children's Literature,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,SSED 430W,Teaching Social Studies in the Elementary Grades,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,MATH 200,Problem Solving in Mathematics,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,SPLED 400,"Inclusive Special Ed Foundations: Legal, Characteristics, Collaboration, Assessment, and Management",4,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,LLED 400,Teaching Literacy in Early Childhood,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 495B,Clinical Application of Instruction - Middle Level Education,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,LLED 401,Teaching Literacy in Elementary School,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 295B,Introductory Field Experience in Middle Level Education,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 495D,Practicum in Student Teaching--Childhood and Early Adolescent Education,12,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,HDFS 239,Adolescent Development,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 405,Reimagining Classroom Management,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 495F,Professional Development Practicum,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,EDPSY 14,Learning and Instruction,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,EDTHP 115,Education in American Society,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CI 280,Introduction to Teaching English Language Learners,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,SPLED 403A,"Evidence-Based Instruction for Elementary Students with Disabilities in    Reading, Math, and Writin",3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,SCIED 458,Teaching Science in the Elementary School,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,MTHED 420,Teaching Mathematics In The Elementary Schools,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CMLIT 101,"Race, Gender, and Identity in World Literature",,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CMLIT 109,"Native American Myths, Legends, and Literatures",,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CMLIT 110,Jewish Literature: An International Perspective,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,CMLIT 111,Introduction to Literatures of India,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 135,Alternative Voices in American Literature,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 139,African American Literature,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 194,Women Writers,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 221,British Literature to 1798,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 222,British Literature from 1798,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 226,Latina  and Latino Border Theories,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 231,American Literature to 1865,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 232,American Literature from 1865,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
Middle Level Education B.S.,ENGL 245,Introduction to LGBTQ Studies,,A,3,https://bulletins.psu.edu/undergraduate/colleges/education/middle-level-education-bs/
