Major,Course_Code,Course_Title,Credits,Type,Credits_Required,URL
Environmental Resource Management B.S.,SOILS 101,Introductory Soil Science,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ENGL 202C,Effective Writing: Technical Writing,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,SOILS 102,Introductory Soil Science Laboratory,1,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,MATH 110,Techniques of Calculus I,4,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,PHYS 250,Introductory Physics I,N/A,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,AGBM 101,Economic Principles of Agribusiness Decision Making,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CHEM 110,Chemical Principles I,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ERM 151,Careers and Issues in Environmental Resource Management,1,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CHEM 210,Organic Chemistry I,N/A,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CAS/ENGL 138T,Rhetoric and Civic Life II,N/A,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,MATH 140,Calculus With Analytic Geometry I,N/A,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CHEM 112,Chemical Principles II,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CHEM 111,Experimental Chemistry I,1,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ERM 411,Legal Aspects of Resource Management,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ASM 327,Soil and Water Resource Management,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,PHYS 211,General Physics:  Mechanics,4,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ECON 102,Introductory Microeconomic Analysis and Policy,N/A,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ERM 300,Basic Principles and Calculations in Environmental Analysis,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CHEM 202,Fundamentals of Organic Chemistry I,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CAS 100A,Effective Speech,3,Mandatory,N/A,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ENGL 15,Rhetoric and Composition,,A,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,ENGL 30H,Honors Rhetoric and Composition,,A,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,CAS/ENGL 137H,Rhetoric and Civic Life I,,A,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,STAT 200,Elementary Statistics,,B,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,STAT 240,Introduction to Biometry,,B,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
Environmental Resource Management B.S.,STAT 250,Introduction to Biostatistics,,B,3,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-bs/
